name,seasonal_av,year,player_id,college,position,height,weight,hand_size,arm_length,wonderlic,dash,bench,vert_leap,broad_jump,shuttle,cone,long_shuttle
Rogers Beckett,3.6,2000,267,Marshall,FS,74,207,0,0,0,4.62,15,39.5,119,4.29,6.48,0
Brad Bedell,0.75,2000,107,Colorado,OG,77,302,0,0,0,5.07,17,31.5,103,4.58,7.76,0
Marcus Bell,2.333333333,2000,266,Arizona,ILB,74,237,0,0,0,4.78,21,31.5,111,4.33,7.17,0
Matt Bowen,1,2000,5962,Iowa,SS,73,201,0,0,0,4.49,12,33,115,4.09,7.06,0
Tom Brady,13.88235294,2000,106,Michigan,QB,77,211,0,0,33,5.28,0,24.5,99,4.38,7.2,0
Mike Brown,7,2000,5963,Nebraska,SS,70,204,0,0,0,4.59,14,36,116,4.01,6.93,0
Ralph Brown,1.5,2000,263,Nebraska,CB,70,185,0,0,0,4.55,10,0,0,0,0,0
Travis Brown,0.333333333,2000,105,Northern Arizona,QB,76,218,0,0,35,5.01,0,29,101,4.87,7.54,0
Lamont Bryant,0,2000,262,Notre Dame,DE,76,260,0,0,0,4.91,17,0,0,0,0,0
Marc Bulger,8,2000,104,West Virginia,QB,74,208,0,0,29,4.97,0,0,100,4.34,7.46,0
Keith Bulluck,8,2000,261,Syracuse,OLB,75,244,0,0,0,4.47,0,38,119,4.13,7.33,0
Plaxico Burress,7.545454545,2000,103,Michigan State,WR,78,231,0,0,0,4.59,0,33,115,0,0,0
Trung Canidate,2.75,2000,102,Arizona,RB,71,193,0,0,0,4.41,18,0,0,0,0,0
Cooper Carlisle,5,2000,101,Florida,OG,78,297,0,0,0,5.16,28,31,100,4.48,7.82,0
Leonardo Carson,3.6,2000,260,Auburn,DE,74,283,0,0,0,5.06,22,28,106,4.75,7.82,0
Tyrone Carter,2,2000,5964,Minnesota,SS,68,190,0,0,0,4.5,16,41,121,4.19,6.75,0
Kwame Cavil,0,2000,100,Texas,WR,74,208,0,0,0,4.54,0,39.5,118,0,0,0
Doug Chapman,1,2000,99,Marshall,RB,70,215,0,0,0,4.56,16,38.5,128,4.2,6.84,0
Ike Charlton,1.25,2000,259,Virginia Tech,CB,71,205,0,0,0,4.47,16,0,126,0,0,0
Kendrick Clancy,2.5,2000,98,Mississippi,DT,73,283,0,0,0,5.25,25,27.5,108,4.65,7.98,0
Travis Claridge,6,2000,97,Southern California,OG,77,303,0,0,0,5.15,29,31.5,100,4.86,7.77,0
Danny Clark,4.454545455,2000,258,Illinois,ILB,74,245,0,0,0,4.75,20,0,0,0,0,0
Chad Clifton,7.666666667,2000,257,Tennessee,OT,77,334,0,0,0,5.05,24,30.5,102,4.73,7.58,0
Chris Cole,0.333333333,2000,94,Texas A&M,WR,73,191,0,0,0,4.37,0,37.5,125,4.09,6.76,0
Chris Coleman,0,2000,93,North Carolina State,WR,73,211,0,0,0,4.61,0,32.5,110,4.1,6.79,0
Cosey Coleman,5.571428571,2000,92,Tennessee,OG,76,322,0,0,0,5.4,0,28,101,4.97,8.15,0
Laveranues Coles,8,2000,91,Florida State,WR,71,192,0,0,0,4.41,0,34,115,4.39,6.89,0
Chris Combs,0.333333333,2000,90,Duke,DT,77,286,0,0,0,5.16,22,0,0,0,0,0
Renard Cox,0,2000,256,Maryland,CB,73,192,0,0,0,4.68,13,38,111,0,7.1,0
Casey Crawford,0,2000,255,Virginia,TE,78,244,0,0,0,4.83,18,0,0,0,0,0
JaJuan Dawson,1.666666667,2000,89,Tulane,WR,73,199,0,0,0,4.55,0,34,117,4.16,6.96,0
Jerry DeLoach,4.2,2000,87,California,DT,75,314,0,0,0,4.99,19,31.5,101,4.57,7.4,0
Reuben Droughns,3.625,2000,85,Oregon,RB,71,215,0,0,0,4.66,13,30,115,4.41,7.34,0
Ron Dugans,2,2000,84,Florida State,WR,74,206,0,0,0,4.58,0,0,117,0,0,0
Deon Dyer,0,2000,83,North Carolina,FB,71,260,0,0,0,4.99,0,28,104,4.81,7.88,0
Mario Edwards,4.8,2000,252,Florida State,CB,73,191,10.88,33.25,0,4.46,32,32.5,120,4.55,7.44,0
John Engelberger,4.111111111,2000,250,Virginia Tech,DE,76,260,0,0,0,4.73,24,34,115,4.28,6.95,0
Aaron Fields,0,2000,249,Troy,DE,76,243,0,0,0,4.76,22,34,115,4.56,7.51,0
Zeron Flemister,0.8,2000,248,Iowa,TE,77,249,0,0,0,4.72,14,37,116,4.16,6.92,0
Erik Flowers,1.2,2000,247,Arizona State,DE,76,271,0,0,0,4.75,24,33,114,4.15,7.21,0
Larry Foster,1.25,2000,81,Louisiana State,WR,70,198,0,0,0,4.55,0,37,121,4.06,6.88,0
Todd Franz,0.6,2000,245,Tulsa,FS,73,199,0,0,0,4.55,14,0,0,0,0,0
Arturo Freeman,2.5,2000,244,South Carolina,FS,73,188,0,0,0,4.5,14,35.5,124,4.38,6.91,0
Byron Frisch,1,2000,243,BYU,DE,77,281,0,0,0,4.73,31,34.5,114,4.41,7.2,0
Mondriel Fulcher,0,2000,80,Miami,FB,76,253,0,0,0,4.85,18,27,116,4.52,7.46,0
Trent Gamble,0.75,2000,242,Wyoming,FS,69,186,0,0,0,4.56,21,37,124,3.9,6.6,0
Trevor Gaylor,2.333333333,2000,79,Miami (OH),WR,75,199,0,0,0,4.56,0,37.5,121,4.29,7.03,0
Kabeer Gbaja-Biamila,5.555555556,2000,241,San Diego State,OLB,76,243,0,0,0,4.65,21,34,120,4.28,6.9,0
Ian Gold,5.875,2000,240,Michigan,OLB,73,221,0,0,0,4.56,21,33,115,4.19,6.97,0
Ernest Grant,1,2000,77,Arkansas-Pine Bluff,DT,77,316,0,0,0,5.31,24,29.5,98,5.03,8,0
Barrett Green,3.666666667,2000,238,West Virginia,OLB,73,233,0,0,0,4.56,22,36,120,0,0,0
Mike Green,0.666666667,2000,76,Houston,FB,73,253,0,0,0,4.78,25,28.5,108,4.34,7.08,0
Cornelius Griffin,7.2,2000,237,Alabama,DE,75,297,0,0,0,4.9,30,31,111,4.62,7.63,0
Clark Haggans,4.461538462,2000,236,Colorado State,OLB,76,253,0,0,0,4.97,20,31.5,109,4.21,7.12,0
James Hall,5.5,2000,235,Michigan,DE,74,271,0,0,0,5.03,0,32,111,4.51,7.86,0
Troy Hambrick,2.6,2000,74,Savannah State,RB,73,237,0,0,0,4.66,21,34.5,118,4.44,7.48,0
Joe Hamilton,0,2000,73,Georgia Tech,QB,70,192,0,0,18,4.81,0,0,106,0,0,0
Antwan Harris,1.25,2000,234,Virginia,CB,69,186,0,0,0,4.34,16,39,121,4.01,6.75,0
Lloyd Harrison,0.333333333,2000,233,North Carolina State,CB,70,190,0,0,0,4.5,16,37.5,119,4.25,7.12,0
Windrell Hayes,0.5,2000,72,Southern California,WR,71,204,0,0,0,4.5,0,0,0,4.18,7.33,0
Chris Hovan,6.9,2000,70,Boston College,DT,75,305,0,0,0,4.99,35,30,101,4.16,6.85,0
Darren Howard,5,2000,232,Kansas State,DE,76,281,0,0,0,5.09,0,29,108,4.32,7,0
Todd Husak,0,2000,69,Stanford,QB,75,216,0,0,39,5.2,0,27.5,99,4.41,7.17,0
Jabari Issa,1.5,2000,66,Washington,DT,77,296,0,0,0,5.05,19,31.5,105,4.72,7.69,0
Darrell Jackson,7.444444444,2000,65,Florida,WR,73,197,0,0,0,4.56,0,0,0,0,0,0
Jarious Jackson,0,2000,64,Notre Dame,QB,73,226,0,0,18,4.68,0,0,109,0,0,0
Marlion Jackson,0,2000,63,Saginaw Valley State (MI),RB,73,242,0,0,0,4.6,24,35.5,125,4.14,7.15,0
Jeno James,4.285714286,2000,62,Auburn,OG,75,320,0,0,0,5.62,24,25.5,94,5.22,8.51,0
Ronney Jenkins,0.75,2000,61,Northern Arizona,RB,71,184,0,0,0,4.5,18,0,118,0,0,0
Brandon Jennings,0.333333333,2000,228,Texas A&M,FS,73,198,0,0,0,4.51,16,38,123,4.14,6.91,0
Doug Johnson,1.6,2000,60,Florida,QB,75,226,0,0,28,4.95,0,29.5,96,0,0,0
Dwight Johnson,1,2000,59,Baylor,DT,76,285,0,0,0,4.97,26,28,105,4.76,7.51,0
Eric Johnson,1,2000,5969,Nebraska,SS,73,215,0,0,0,4.6,12,38,121,4.17,6.96,0
Jerry Johnson,1,2000,58,Florida State,DT,73,293,0,0,0,5.03,26,28.5,102,0,0,0
Dhani Jones,6.7,2000,227,Michigan,OLB,73,240,0,0,0,4.68,29,0,0,0,0,0
Fred Jones,1,2000,226,Colorado,OLB,74,247,0,0,0,4.95,17,32,113,4.39,7.27,0
John Jones,0,2000,225,Indiana (PA),TE,76,248,0,0,0,4.63,13,38.5,125,4.43,7.33,0
Leander Jordan,2.5,2000,56,Indiana (PA),OG,76,330,0,0,0,5.46,25,31,104,4.76,7.91,0
Curtis Keaton,0,2000,55,James Madison,RB,70,214,0,0,0,4.41,23,41.5,131,3.93,6.82,0
Ben Kelly,0,2000,224,Colorado,CB,69,183,0,0,0,4.53,17,36,116,3.95,6.63,0
Kenoy Kennedy,4.875,2000,223,Arkansas,FS,73,221,0,0,0,4.71,8,33.5,113,4.38,7.08,0
Adrian Klemm,2,2000,221,Hawaii,OT,76,307,0,0,0,4.98,24,0,0,0,0,0
Marcus Knight,0,2000,54,Michigan,WR,73,180,0,0,0,4.72,0,28.5,106,4.38,7.11,0
Noel LaMontagne,0,2000,53,Virginia,OG,76,299,0,0,0,5.09,21,0,0,0,0,0
Kareem Larrimore,1.5,2000,220,West Texas A&M,CB,71,190,0,0,0,4.42,0,34,125,0,0,0
Leif Larsen,1.5,2000,52,Texas-El Paso,DT,77,300,0,0,0,5.08,45,30,110,4.37,7.46,0
Charles Lee,1.166666667,2000,51,Central Florida,WR,74,202,0,0,0,4.56,0,35.5,125,4.25,7.3,0
Jamal Lewis,9.222222222,2000,50,Tennessee,RB,73,240,0,0,0,4.58,23,0,0,0,0,0
Al Lucas,1.5,2000,49,Troy,DT,73,294,0,0,0,5,28,36,108,4.56,7.44,0
Dustin Lyman,0.4,2000,218,Wake Forest,ILB,76,259,0,0,0,4.7,22,35,118,4.06,6.86,0
David Macklin,3.555555556,2000,217,Penn State,CB,69,194,0,0,0,4.54,0,37.5,120,4.09,6.9,0
Anthony Malbrough,1,2000,216,Texas Tech,CB,69,184,0,0,0,4.44,20,35.5,117,4,6.73,0
Tee Martin,0,2000,48,Tennessee,QB,74,227,0,0,11,4.58,0,34.5,113,0,0,0
Kevin McDougal,0,2000,47,Colorado State,RB,73,206,0,0,0,4.63,0,32,108,4.12,7.08,0
Stockar McDougle,3.428571429,2000,215,Oklahoma,OT,77,361,0,0,0,5.5,24,0,0,0,0,0
Chris McIntosh,3.5,2000,214,Wisconsin,OT,79,315,0,0,0,5.39,28,0,0,0,0,0
Damion McIntosh,5,2000,213,Kansas State,OT,76,328,0,0,0,5.31,23,26,97,4.71,7.72,0
Alvin McKinley,2.75,2000,46,Mississippi State,DT,76,289,0,0,0,5.09,22,27.5,102,4.61,7.73,0
Rondell Mealey,1,2000,45,Louisiana State,RB,73,212,0,0,0,4.69,0,33,120,4.15,6.89,0
Brad Meester,7.142857143,2000,44,Northern Iowa,C,76,298,0,0,0,5.12,25,34,110,4.43,7.46,0
Rob Meier,4,2000,212,Washington State,DE,77,284,0,0,0,4.99,27,30.5,113,4.52,7.49,0
Keith Miller,0.5,2000,210,California,ILB,73,246,0,0,0,4.97,24,27.5,110,4.43,7.37,0
Scottie Montgomery,0.666666667,2000,43,Duke,WR,73,196,0,0,0,4.57,0,36,117,4.11,7.16,0
Corey Moore,1,2000,208,Virginia Tech,OLB,71,223,0,0,0,4.6,21,0,0,0,0,0
Michael Moore,1,2000,5973,Troy,OG,75,320,0,0,0,5.45,34,24.5,94,5.06,8.37,0
Frank Moreau,0.5,2000,42,Louisville,RB,73,231,0,0,0,4.57,23,36,117,0,0,0
Aric Morris,1,2000,5974,Michigan State,SS,70,211,0,0,0,4.56,24,0,0,0,0,0
Rob Morris,3.375,2000,207,BYU,ILB,74,250,0,0,0,4.77,18,33,113,4.17,6.93,0
Sammy Morris,2.75,2000,41,Texas Tech,FB,73,221,0,0,0,4.65,23,37.5,117,4.21,7.05,0
Sylvester Morris,6,2000,40,Jackson State,WR,75,216,0,0,0,4.6,0,34.5,119,4.17,7.06,0
Chad Morton,1.428571429,2000,39,Southern California,RB,68,182,0,0,0,4.5,18,36,121,0,0,0
Bobby Myers,1.5,2000,206,Wisconsin,FS,73,183,0,0,0,4.56,0,37.5,123,4.1,7.04,0
Dennis Northcutt,4.9,2000,37,Arizona,WR,71,175,0,0,0,4.43,0,37.5,123,4.04,6.96,0
Andre O'Neal,1,2000,204,Marshall,ILB,73,235,0,0,0,4.72,16,34,114,4.24,7.3,0
Erik Olson,1,2000,5976,Colorado,SS,73,208,0,0,0,4.63,17,35,115,4.21,6.81,0
Chad Pennington,5.636363636,2000,35,Marshall,QB,76,229,0,0,25,4.81,0,33.5,111,4.16,7.12,0
Mareno Philyaw,0,2000,33,Troy,WR,74,205,0,0,0,4.66,0,39.5,129,4.13,6.93,0
DaShon Polk,1.571428571,2000,198,Arizona,OLB,74,233,0,0,0,4.75,18,32,111,4.45,7.43,0
Hank Poteat,1.8,2000,197,Pittsburgh,CB,70,197,0,0,0,4.57,16,37,126,4,6.66,0
Travis Prentice,2,2000,30,Miami (OH),RB,73,225,0,0,0,4.5,23,37,115,4.4,6.92,0
Tim Rattay,1.625,2000,28,Louisiana Tech,QB,73,215,0,0,27,4.91,0,25.5,100,4.21,7.34,0
Chris Redman,1.25,2000,26,Louisville,QB,75,222,0,0,16,5.37,0,26.5,98,4.78,7.8,0
J.R. Redmond,1.8,2000,25,Arizona State,RB,73,216,0,0,0,4.48,0,32.5,121,0,0,0
Tutan Reyes,3.5,2000,194,Mississippi,OT,75,299,0,0,0,5.37,20,26.5,99,4.88,7.49,0
Fred Robbins,5.5,2000,24,Wake Forest,DT,76,312,0,0,0,5.09,25,29.5,94,4.72,7.72,0
Lewis Sanders,2,2000,191,Maryland,CB,73,202,0,0,0,4.5,10,37,116,0,0,0
Sekou Sanyika,1.5,2000,190,California,OLB,75,241,0,0,0,4.75,21,32.5,111,4.38,7.33,0
Gari Scott,0,2000,22,Michigan State,WR,73,194,0,0,0,4.59,0,33.5,119,0,0,0
Tony Scott,1,2000,189,North Carolina State,CB,70,193,0,0,0,4.5,11,34,115,4.24,7.45,0
Aaron Shea,1,2000,20,Michigan,FB,76,253,0,0,0,4.81,0,37.5,114,4.3,6.72,0
Jacoby Shepherd,0.333333333,2000,188,Oklahoma State,CB,74,195,0,0,0,4.53,5,35,120,0,0,0
Wes Shivers,0,2000,187,Mississippi State,OT,78,318,0,0,0,5.65,18,22.5,98,4.81,8.48,0
Mark Simoneau,3.777777778,2000,185,Kansas State,OLB,73,237,0,0,0,4.6,24,36,117,4.09,7.08,0
Peter Sirmon,4.5,2000,184,Oregon,ILB,74,246,0,0,0,4.84,20,34.5,115,4.27,7.21,0
T.J. Slaughter,3.142857143,2000,183,Southern Mississippi,ILB,73,247,0,0,0,4.87,24,30,112,4.26,7.08,0
Marvel Smith,6.333333333,2000,182,Arizona State,OT,77,320,0,0,0,5.37,24,27.5,100,4.83,7.87,0
Paul Smith,0.428571429,2000,18,Texas-El Paso,FB,71,220,0,0,0,4.65,25,26.5,111,4.29,7.02,0
Terrelle Smith,0.2,2000,17,Arizona State,FB,73,249,0,0,0,5,19,32.5,109,4.85,8.38,0
Dave Stachelski,0,2000,180,Boise State,TE,75,250,0,0,0,4.78,24,38,115,4.14,6.84,0
Shyrone Stith,0,2000,15,Virginia Tech,RB,68,204,0,0,0,4.6,13,35,111,4.14,7.14,0
Jay Tant,0,2000,179,Northwestern,TE,75,255,0,0,0,4.75,31,0,0,0,0,0
Mark Tauscher,6.545454545,2000,14,Wisconsin,OG,76,318,0,0,0,5.37,22,27,90,4.84,7.91,0
Shannon Taylor,1,2000,178,Virginia,OLB,75,249,0,0,0,4.65,0,34.5,115,0,0,0
Travis Taylor,4.5,2000,13,Florida,WR,73,199,0,0,0,4.43,0,37,118,0,7.15,0
Adalius Thomas,7.7,2000,177,Southern Mississippi,DE,75,270,0,0,0,4.56,0,38.5,120,4.42,0,0
Jason Thomas,0.5,2000,12,Hampton,OG,76,300,0,0,0,5.22,23,29.5,100,0,7.99,0
Michael Thompson,1,2000,176,Tennessee State,OT,77,305,0,0,0,5.28,16,26,104,4.73,7.99,0
Travares Tillman,2,2000,174,Georgia Tech,FS,73,194,0,0,0,4.6,15,37.5,123,4.29,6.95,0
Mao Tosi,2,2000,11,Idaho,DT,77,310,0,0,0,5.26,19,28.5,99,4.6,7.72,0
Jeff Ulbrich,3.5,2000,173,Hawaii,ILB,73,249,0,0,0,4.65,24,32,109,4.3,7.23,0
Brian Urlacher,11.53846154,2000,172,New Mexico,OLB,76,258,0,0,0,4.59,27,34,122,4.18,6.94,0
Darrick Vaughn,3.333333333,2000,171,Texas State,CB,71,196,0,0,0,4.53,14,36.5,121,4.16,7.09,0
Todd Wade,6.375,2000,170,Mississippi,OT,80,326,0,0,0,5.22,29,27.5,101,4.68,7.68,0
Troy Walters,1.625,2000,9,Stanford,WR,67,171,0,0,0,4.55,0,32.5,106,3.84,6.61,0
Steve Warren,1,2000,7,Nebraska,DT,73,307,0,0,0,5.1,29,30.5,105,4.56,7.97,0
Marcus Washington,1,2000,5980,Auburn,OLB,75,252,0,0,0,4.67,0,35,118,4.49,6.91,0
Jason Webster,3,2000,168,Texas A&M,CB,69,180,0,0,0,4.42,17,35.5,122,3.98,6.76,0
James Whalen,0.333333333,2000,167,Kentucky,TE,75,228,0,0,0,4.78,0,31,110,4.22,7.42,0
Austin Wheatley,0,2000,166,Iowa,TE,76,254,0,0,0,4.66,0,32.5,121,4.18,6.97,0
Dez White,3.166666667,2000,6,Georgia Tech,WR,73,218,0,0,0,4.62,0,37.5,124,4.09,6.91,0
James Williams,1,2000,4,Marshall,WR,71,180,0,0,0,4.59,0,36,123,4.16,7.22,0
Josh Williams,3.166666667,2000,3,Michigan,DT,76,282,0,0,0,4.9,0,30.5,111,4.25,7.22,0
Antonio Wilson,0.666666667,2000,163,Texas A&M-Commerce,OLB,74,245,0,0,0,4.56,11,0,0,0,0,0
Cedric Woodard,3.75,2000,2,Texas,DT,75,290,0,0,0,5.21,23,30.5,109,0,0,0
Spergon Wynn,1,2000,1,Texas State,QB,76,229,0,0,25,4.91,0,34,108,4.59,7.71,0
Bashir Yamini,0,2000,0,Iowa,WR,75,191,0,0,0,4.53,0,33,130,4.18,7.09,0
Brian Young,5.222222222,2000,162,Texas-El Paso,DE,75,278,0,0,0,4.94,27,29.5,106,4.47,7.2,0
Keith Adams,2.285714286,2001,585,Clemson,OLB,71,219,0,0,0,4.82,24,0,104,0,0,0
Dan Alexander,0,2001,5984,Nebraska,FB,73,257,0,0,0,4.47,15,34,115,4.16,7.34,0
Brian Allen,2,2001,583,Florida State,OLB,73,238,0,0,0,4.65,25,0,0,0,0,0
David Allen,0.333333333,2001,423,Kansas State,RB,69,194,0,0,0,4.62,15,31,0,0,0,0
Will Allen,5,2001,581,Syracuse,CB,71,192,0,0,0,4.44,14,39.5,121,3.9,6.78,0
Scotty Anderson,2.666666667,2001,422,Grambling State (LA),WR,74,184,0,0,0,4.57,0,34.5,115,0,0,0
Adam Archuleta,5,2001,5985,Arizona State,SS,73,211,0,0,0,4.46,31,0,0,0,0,0
Tom Ashworth,3.666666667,2001,421,Colorado,OG,78,293,0,0,0,5.11,20,33.5,109,4.87,7.2,0
Billy Baber,0,2001,579,Virginia,TE,76,255,0,0,0,4.76,22,33,106,4.19,7.12,0
Jeff Backus,7,2001,578,Michigan,OT,78,310,0,0,0,5.37,25,27,99,4.67,8.4,0
Alex Bannister,0.166666667,2001,420,Eastern Kentucky,WR,77,201,0,0,0,4.47,0,30.5,110,0,0,0
Kevan Barlow,6.5,2001,419,Pittsburgh,RB,73,235,0,0,0,4.56,0,32,0,0,0,0
Idrees Bashir,3.333333333,2001,575,Memphis,FS,74,206,0,0,0,4.56,22,40,126,4.25,7.14,0
Gary Baxter,3.5,2001,574,Baylor,CB,74,204,0,0,0,4.53,0,37.5,122,4.21,7.39,0
Monty Beisel,1.444444444,2001,573,Kansas State,DE,76,270,0,0,0,4.83,26,34.5,110,4.3,7.32,0
Kendrell Bell,6.285714286,2001,572,Georgia,ILB,73,234,0,0,0,4.64,24,38.5,124,4.5,7.25,0
Marcus Bell,2.333333333,2001,418,Memphis,DT,74,319,0,0,0,5.32,17,0,98,4.71,8.07,0
Michael Bennett,3.8,2001,417,Wisconsin,RB,69,207,10.25,33.63,0,4.38,13,39.5,0,0,0,0
Eddie Berlin,0.6,2001,416,Northern Iowa,WR,73,191,0,0,0,4.43,0,39.5,122,4.08,6.78,0
Cory Bird,1,2001,5986,Virginia Tech,SS,70,217,0,0,0,4.6,22,0,0,0,0,0
Harold Blackmon,0.5,2001,571,Northwestern,CB,73,210,0,0,0,4.54,17,37,121,4.28,7.03,0
Derrick Blaylock,2.4,2001,414,Stephen F Austin,RB,70,194,0,0,0,4.36,18,35.5,0,4.09,7.05,0
Jarvis Borum,1,2001,413,North Carolina State,OG,79,332,0,0,0,5.05,25,30.5,107,4.83,8.5,0
James Boyd,1,2001,5988,Penn State,SS,71,207,0,0,0,4.59,0,32.5,117,4.24,7.29,0
Drew Brees,13.9375,2001,412,Purdue,QB,73,213,0,0,28,4.83,0,32,105,4.21,7.09,0
Sean Brewer,0,2001,569,San Jose State,TE,76,255,0,0,0,4.73,14,36,117,4.18,7.37,0
Correll Buckhalter,4.571428571,2001,411,Nebraska,RB,73,226,0,0,0,4.53,11,40,0,4.06,7.08,0
Derrick Burgess,5.222222222,2001,568,Mississippi,DE,75,264,0,0,0,4.92,24,40,125,0,7.85,0
Jerametrius Butler,3,2001,567,Kansas State,CB,70,173,0,0,0,4.57,11,36,121,4.4,7.22,0
Robert Carswell,0.5,2001,566,Clemson,FS,73,214,0,0,0,4.59,21,34,106,4.18,7.14,0
Andre Carter,5.846153846,2001,565,California,DE,77,249,0,0,0,4.84,20,38.5,132,4.24,0,0
Jonathan Carter,0,2001,5989,Troy,WR,73,180,0,0,0,4.35,0,42.5,134,4.25,7.28,0
Quincy Carter,4.5,2001,410,Georgia,QB,74,225,0,0,30,4.58,0,35.5,113,4.12,7.12,0
Quinton Caver,1,2001,564,Arkansas,ILB,76,227,0,0,0,4.67,23,37.5,118,4.25,7.66,0
Chris Chambers,7,2001,409,Wisconsin,WR,73,210,0,0,0,4.33,0,45,134,4,0,0
Patrick Chukwurah,1.5,2001,563,Wyoming,OLB,74,238,0,0,0,4.77,24,40,119,4.21,7.34,0
Tay Cody,1.333333333,2001,560,Florida State,CB,69,181,0,0,0,4.55,11,0,0,0,0,0
Derek Combs,0.5,2001,406,Ohio State,RB,73,193,0,0,0,4.42,8,35,0,4.07,6.96,0
Jameel Cook,0.5,2001,405,Illinois,FB,70,226,0,0,0,4.8,17,29.5,108,4.38,7.55,0
Chris Cooper,2.166666667,2001,559,Nebraska-Omaha,DE,77,272,0,0,0,4.95,24,35.5,114,4.21,7.12,0
Jarrod Cooper,1,2001,5990,Kansas State,SS,73,222,0,0,0,4.45,0,41.5,130,3.9,6.87,0
Alge Crumpler,4.8,2001,558,North Carolina,TE,75,266,0,0,0,4.76,22,34,112,4.43,7.38,0
Leonard Davis,7.454545455,2001,557,Texas,OT,78,370,0,0,0,5.32,33,28,105,5.18,8.2,0
Rick DeMulling,4.857142857,2001,402,Idaho,OG,76,307,0,0,0,5.24,32,31.5,106,4.6,7.62,0
Ryan Diem,8.090909091,2001,554,Northern Illinois,OT,79,338,0,0,0,5.13,0,34,102,4.46,7,0
Tony Dixon,1,2001,5991,Alabama,SS,73,213,0,0,0,4.63,17,37,117,0,7.38,0
Char-Ron Dorsey,0.5,2001,552,Florida State,OT,78,348,0,0,0,6.03,16,0,0,0,0,0
Eric Downing,1.75,2001,401,Syracuse,DT,76,302,0,0,0,5.23,27,0,0,0,0,0
Ron Edwards,4.181818182,2001,400,Texas A&M,DT,75,293,0,0,0,4.86,0,0,0,0,0,0
Heath Evans,0.9,2001,399,Auburn,FB,73,246,0,0,0,4.56,30,34.5,111,4.24,7.3,0
Mario Fatafehi,3.5,2001,398,Kansas State,DT,74,295,0,0,0,5.29,0,0,0,0,0,0
Robert Ferguson,2.5,2001,397,Texas A&M,WR,73,205,0,0,0,4.48,0,36.5,120,4.07,7.24,0
Bill Ferrario,1,2001,396,Wisconsin,OG,74,314,0,0,0,5.3,17,0,0,0,0,0
Kynan Forney,5.5,2001,395,Hawaii,OG,75,312,0,0,0,5.28,23,27,97,4.77,8.5,0
Curtis Fuller,0.75,2001,548,Texas Christian,FS,70,186,0,0,0,4.45,18,36,114,4.21,7.2,0
Mike Gandy,6,2001,394,Notre Dame,OG,77,305,0,0,0,5.2,0,30.5,103,4.71,8.03,0
Rod Gardner,4.5,2001,393,Clemson,WR,74,219,0,0,0,4.48,0,36,0,0,0,0
Roberto Garza,5.785714286,2001,392,Texas A&M-Kingsville,C,74,303,0,0,0,5,37,32.5,114,4.53,7.71,0
Reggie Germany,2,2001,391,Ohio State,WR,73,183,0,0,0,4.39,0,32,0,0,0,0
Derrick Gibson,1,2001,5993,Florida State,SS,74,218,0,0,0,4.45,17,0,0,0,0,0
Jason Glenn,1.333333333,2001,547,Texas A&M,OLB,73,236,0,0,0,4.94,14,36,115,4.31,7.16,0
Morlon Greenwood,5.75,2001,545,Syracuse,OLB,73,237,0,0,0,4.69,21,33.5,112,4.08,0,0
Adam Haayer,1,2001,390,Minnesota,OG,78,298,0,0,0,5.3,23,0,0,0,0,0
Corey Hall,0,2001,544,Appalachian State (NC),FS,76,198,0,0,0,4.5,14,36.5,127,0,0,0
Ben Hamilton,7.375,2001,389,Minnesota,C,77,303,0,0,0,5.26,17,33.5,106,4.62,7.62,0
Casey Hampton,7.916666667,2001,388,Texas,DT,73,314,0,0,0,5.25,34,0,0,0,0,0
Antoine Harris,1,2001,543,Southern California,TE,76,260,0,0,0,4.93,11,26,0,0,0,0
Shaunard Harts,0,2001,5995,Boise State,SS,73,200,0,0,0,4.56,12,34.5,119,0,7.14,0
Tim Hasselbeck,0.25,2001,387,Boston College,QB,73,211,0,0,23,4.83,0,33,113,4.4,7.27,0
Reggie Hayward,4,2001,541,Iowa State,DE,77,255,0,0,0,4.91,21,41,127,4.43,7.43,0
Todd Heap,4.416666667,2001,540,Arizona State,TE,77,252,0,0,0,4.68,22,32,0,0,0,0
Jamie Henderson,1,2001,539,Georgia,CB,74,202,0,0,0,4.48,10,40.5,125,4.12,6.9,0
Anthony Henry,5.222222222,2001,538,South Florida,CB,73,198,0,0,0,4.6,15,41,126,4.21,6.92,0
Travis Henry,6.571428571,2001,386,Tennessee,RB,69,223,0,0,0,4.61,23,35.5,0,0,0,0
Anthony Herron,0,2001,537,Iowa,DE,75,280,0,0,0,5.16,26,36,114,4.43,7.58,0
Renaldo Hill,4.5,2001,536,Michigan State,CB,71,178,0,0,0,4.68,10,35.5,116,4.18,7.03,0
Russ Hochstein,2.818181818,2001,385,Nebraska,OG,76,300,0,0,0,5.4,16,26.5,95,4.6,7.85,0
Sedrick Hodge,3.8,2001,535,North Carolina,OLB,76,244,0,0,0,4.49,21,32,120,4.09,0,0
Jabari Holloway,0.5,2001,534,Notre Dame,TE,75,253,0,0,0,4.91,20,38.5,113,4.4,7.14,0
Rashad Holman,1.333333333,2001,533,Louisville,CB,71,186,0,0,0,4.58,6,42,129,3.85,7.09,0
Willie Howard,1,2001,384,Stanford,DT,76,295,0,0,0,4.94,23,0,0,0,0,0
John Howell,1.333333333,2001,532,Colorado State,FS,73,204,0,0,0,4.64,14,37,121,4.12,6.87,0
