"Rk","Player","URL","Year","Age","Draft","Tm","Lg","G","GS","Yrs","PB","AP1","AV"
"242","Greg Lloyd","/players/L/LloyGr00.htm","1992","27","6-150abc","PIT","NFL","16","16","1","1","0","16"
"243","Ronnie Lott","/players/L/LottRo00.htm","1987","28","1-8abc","SFO","NFL","12","12","1","1","1","16"
"244","Lawrence McCutcheon","/players/M/McCuLa00.htm","1974","24","3-70abc","RAM","NFL","14","14","1","1","0","16"
"245","Freeman McNeil","/players/M/McNeFr00.htm","1982","23","1-3abc","NYJ","NFL","9","9","1","1","1","16"
"246","Sam Mills","/players/M/MillSa00.htm","1992","33","Noneabc","NOR","NFL","16","16","1","1","0","16"
"247","Joe Montana","/players/M/MontJo01.htm","1982","26","3-82abc","SFO","NFL","9","9","1","0","0","16"
"248","Joe Montana","/players/M/MontJo01.htm","1984","28","3-82abc","SFO","NFL","16","15","1","1","0","16"
"249","Wilbert Montgomery","/players/M/MontWi00.htm","1981","27","6-154abc","PHI","NFL","15","15","1","0","0","16"
"250","Nat Moore","/players/M/MoorNa00.htm","1977","26","3-78abc","MIA","NFL","14","14","1","1","1","16"
"251","Anthony Munoz","/players/M/MunoAn00.htm","1989","31","1-3abc","CIN","NFL","16","16","1","1","1","16"
"252","Tom Newberry","/players/N/NewbTo20.htm","1989","27","2-50abc","RAM","NFL","16","16","1","1","1","16"
"253","Tom Newberry","/players/N/NewbTo20.htm","1988","26","2-50abc","RAM","NFL","16","16","1","1","1","16"
"254","Walter Payton","/players/P/PaytWa00.htm","1984","30","1-4abc","CHI","NFL","16","16","1","1","1","16"
"255","John Randle","/players/R/RandJo00.htm","1994","27","Noneabc","MIN","NFL","16","16","1","1","1","16"
"256","Ken Riley","/players/R/RileKe20.htm","1983","36","6-135abc","CIN","NFL","14","14","1","0","1","16"
"257","Isiah Robertson","/players/R/RobeIs00.htm","1975","26","1-10abc","RAM","NFL","14","14","1","1","0","16"
"258","Isiah Robertson","/players/R/RobeIs00.htm","1973","24","1-10abc","RAM","NFL","14","14","1","1","1","16"
"259","Jerry Robinson","/players/R/RobiJe02.htm","1980","24","1-21abc","PHI","NFL","16","16","1","0","0","16"
"260","Barry Sanders","/players/S/SandBa00.htm","1991","23","1-3abc","DET","NFL","15","15","1","1","1","16"
"261","Junior Seau","/players/S/SeauJu00.htm","1992","23","1-5abc","SDG","NFL","15","15","1","1","1","16"
"262","Lee Roy Selmon","/players/S/SelmLe00.htm","1979","25","1-1abc","TAM","NFL","16","16","1","1","1","16"
"263","Art Shell","/players/S/ShelAr00.htm","1977","31","3-80abc","OAK","NFL","14","14","1","1","1","16"
"264","Donnie Shell","/players/S/ShelDo00.htm","1982","30","Noneabc","PIT","NFL","9","9","1","1","1","16"
"265","Billy Sims","/players/S/SimsBi00.htm","1981","26","1-1abc","DET","NFL","14","14","1","1","0","16"
"266","Brian Sipe","/players/S/SipeBr00.htm","1980","31","13-330abc","CLE","NFL","16","16","1","1","1","16"
"267","Bruce Smith","/players/S/SmitBr00.htm","1990","27","1-1abc","BUF","NFL","16","16","1","1","1","16"
"268","Neil Smith","/players/S/SmitNe00.htm","1993","27","1-2abc","KAN","NFL","16","15","1","1","1","16"
"269","Roger Staubach","/players/S/StauRo00.htm","1978","36","10-129, 16-122AFLabc","DAL","NFL","15","15","1","1","0","16"
"270","Art Still","/players/S/StilAr00.htm","1984","29","1-2abc","KAN","NFL","16","16","1","1","0","16"
"271","Bob Swenson","/players/S/SwenBo00.htm","1981","28","Noneabc","DEN","NFL","16","16","1","1","1","16"
"272","Fran Tarkenton","/players/T/TarkFr00.htm","1975","35","3-29, 5-34AFLabc","MIN","NFL","14","14","1","1","1","16"
"273","Lawrence Taylor","/players/T/TaylLa00.htm","1982","23","1-2abc","NYG","NFL","9","8","1","1","1","16"
"274","Lawrence Taylor","/players/T/TaylLa00.htm","1984","25","1-2abc","NYG","NFL","16","16","1","1","1","16"
"275","Thurman Thomas","/players/T/ThomTh00.htm","1989","23","2-40abc","BUF","NFL","16","16","1","1","0","16"
"276","Bill Thompson","/players/T/ThomBi01.htm","1977","31","3-61abc","DEN","NFL","14","14","1","1","1","16"
"277","Gene Upshaw","/players/U/UpshGe00.htm","1977","32","1-17abc","OAK","NFL","14","14","1","1","1","16"
"278","Wesley Walker","/players/W/WalkWe00.htm","1978","23","2-33abc","NYJ","NFL","16","16","1","1","1","16"
"279","Russ Washington","/players/W/WashRu00.htm","1982","36","1-4abc","SDG","NFL","9","9","1","0","0","16"
"280","Ricky Watters","/players/W/WattRi00.htm","1992","23","2-45abc","SFO","NFL","14","13","1","1","0","16"
"281","Richmond Webb","/players/W/WebbRi00.htm","1992","25","1-9abc","MIA","NFL","16","16","1","1","1","16"
"282","Richmond Webb","/players/W/WebbRi00.htm","1994","27","1-9abc","MIA","NFL","16","16","1","1","1","16"
"283","Mike Webster","/players/W/WebsMi00.htm","1979","27","5-125abc","PIT","NFL","16","16","1","1","1","16"
"284","Mike Webster","/players/W/WebsMi00.htm","1981","29","5-125abc","PIT","NFL","16","16","1","1","1","16"
"285","Danny White","/players/W/WhitDa01.htm","1980","28","3-53abc","DAL","NFL","16","16","1","0","0","16"
"286","Randy White","/players/W/WhitRa00.htm","1985","32","1-2abc","DAL","NFL","16","16","1","1","1","16"
"287","Reggie White","/players/W/WhitRe00.htm","1990","29","1-4abc","PHI","NFL","16","16","1","1","1","16"
"288","Barry Wilburn","/players/W/WilbBa20.htm","1987","24","8-219abc","WAS","NFL","12","12","1","0","1","16"
"289","Erik Williams","/players/W/WillEr01.htm","1993","25","3-70abc","DAL","NFL","16","16","1","1","1","16"
"290","Rod Woodson","/players/W/WoodRo01.htm","1989","24","1-10abc","PIT","NFL","15","14","1","1","1","16"
"291","Ron Yary","/players/Y/YaryRo00.htm","1975","29","1-1abc","MIN","NFL","14","14","1","1","1","16"
"292","Lyle Alzado","/players/A/AlzaLy00.htm","1977","28","4-79abc","DEN","NFL","14","14","1","1","1","15"
"293","William Andrews","/players/A/AndrWi00.htm","1982","27","3-79abc","ATL","NFL","9","9","1","1","0","15"
"294","Otis Armstrong","/players/A/ArmsOt00.htm","1976","26","1-9abc","DEN","NFL","14","14","1","1","0","15"
"295","Steve Atwater","/players/A/AtwaSt00.htm","1991","25","1-20abc","DEN","NFL","16","16","1","1","1","15"
"296","Carl Banks","/players/B/BankCa00.htm","1987","25","1-3abc","NYG","NFL","12","12","1","1","1","15"
"297","Chip Banks","/players/B/BankCh01.htm","1983","24","1-3abc","CLE","NFL","16","16","1","1","1","15"
"298","Harris Barton","/players/B/BartHa00.htm","1992","28","1-22abc","SFO","NFL","13","13","1","0","1","15"
"299","Bob Baumhower","/players/B/BaumBo00.htm","1982","27","2-40abc","MIA","NFL","9","8","1","1","0","15"
"300","Todd Bell","/players/B/BellTo00.htm","1984","26","4-95abc","CHI","NFL","16","16","1","1","0","15"
"301","Jim Bertelsen","/players/B/BertJi00.htm","1973","23","2-30abc","RAM","NFL","14","14","1","1","0","15"
"302","Terry Bradshaw","/players/B/BradTe00.htm","1977","29","1-1abc","PIT","NFL","14","14","1","0","0","15"
"303","Charlie Brown","/players/B/BrowCh00.htm","1983","25","8-201abc","WAS","NFL","15","13","1","1","0","15"
"304","Jerome Brown","/players/B/BrowJe00.htm","1991","26","1-9abc","PHI","NFL","16","11","1","1","1","15"
"305","Dave Butz","/players/B/ButzDa00.htm","1983","33","1-5abc","WAS","NFL","16","16","1","1","1","15"
"306","Earl Campbell","/players/C/CampEa00.htm","1979","24","1-1abc","HOU","NFL","16","16","1","1","1","15"
"307","Jimbo Covert","/players/C/CoveJi00.htm","1985","25","1-6abc","CHI","NFL","15","15","1","1","1","15"
"308","Roger Craig","/players/C/CraiRo00.htm","1989","29","2-49abc","SFO","NFL","16","16","1","1","0","15"
"309","Randy Cross","/players/C/CrosRa00.htm","1984","30","2-42abc","SFO","NFL","16","16","1","1","0","15"
"310","Randall Cunningham","/players/C/CunnRa00.htm","1992","29","2-37abc","PHI","NFL","15","15","1","0","0","15"
"311","Randall Cunningham","/players/C/CunnRa00.htm","1989","26","2-37abc","PHI","NFL","16","16","1","1","0","15"
"312","Sam Cunningham","/players/C/CunnSa00.htm","1977","27","1-11abc","NWE","NFL","14","14","1","0","0","15"
"313","Eric Dickerson","/players/D/DickEr00.htm","1983","23","1-2abc","RAM","NFL","16","16","1","1","1","15"
"314","Cris Dishman","/players/D/DishCr00.htm","1991","26","5-125abc","HOU","NFL","15","15","1","1","1","15"
"315","Hanford Dixon","/players/D/DixoHa00.htm","1987","29","1-22abc","CLE","NFL","12","12","1","1","1","15"
"316","Mark Duper","/players/D/DupeMa00.htm","1984","25","2-52abc","MIA","NFL","16","16","1","1","0","15"
"317","Carl Eller","/players/E/ElleCa00.htm","1973","31","1-6, 1-5AFLabc","MIN","NFL","14","14","1","1","1","15"
"318","Dave Elmendorf","/players/E/ElmeDa20.htm","1975","26","3-63abc","RAM","NFL","14","14","1","0","0","15"
"319","Boomer Esiason","/players/E/EsiaBo00.htm","1989","28","2-38abc","CIN","NFL","16","15","1","1","0","15"
"320","Boomer Esiason","/players/E/EsiaBo00.htm","1986","25","2-38abc","CIN","NFL","16","16","1","1","0","15"
"321","Gary Fencik","/players/F/FencGa00.htm","1981","27","10-281abc","CHI","NFL","16","16","1","1","1","15"
"322","Roman Gabriel","/players/G/GabrRo00.htm","1973","33","1-2, 1-1AFLabc","PHI","NFL","14","14","1","1","0","15"
"323","Roy Green","/players/G/GreeRo01.htm","1984","27","4-89abc","STL","NFL","16","16","1","1","1","15"
"324","Joe Greene","/players/G/GreeJo02.htm","1974","28","1-4abc","PIT","NFL","14","14","1","1","1","15"
"325","L.C. Greenwood","/players/G/GreeL.00.htm","1975","29","10-238abc","PIT","NFL","14","14","1","1","1","15"
"326","Russ Grimm","/players/G/GrimRu00.htm","1984","25","3-69abc","WAS","NFL","16","16","1","1","1","15"
"327","Steve Grogan","/players/G/GrogSt00.htm","1977","24","5-116abc","NWE","NFL","14","14","1","0","0","15"
"328","John Hadl","/players/H/HadlJo00.htm","1973","33","1-10, 3-24AFLabc","RAM","NFL","14","14","1","1","1","15"
"329","Jack Ham","/players/H/HamxJa00.htm","1974","26","2-34abc","PIT","NFL","14","14","1","1","1","15"
"330","Jack Ham","/players/H/HamxJa00.htm","1978","30","2-34abc","PIT","NFL","14","14","1","1","1","15"
"331","Chris Hanburger","/players/H/HanbCh00.htm","1973","32","18-245abc","WAS","NFL","14","14","1","1","1","15"
"332","John Hannah","/players/H/HannJo00.htm","1979","28","1-4abc","NWE","NFL","16","16","1","1","1","15"
"333","John Hannah","/players/H/HannJo00.htm","1976","25","1-4abc","NWE","NFL","14","14","1","1","1","15"
"334","Tim Harris","/players/H/HarrTi00.htm","1989","25","4-84abc","GNB","NFL","16","16","1","1","1","15"
"335","Tim Harris","/players/H/HarrTi00.htm","1988","24","4-84abc","GNB","NFL","16","16","1","0","0","15"
"336","Mark Haynes","/players/H/HaynMa00.htm","1981","23","1-8abc","NYG","NFL","16","16","1","0","0","15"
"337","Mark Haynes","/players/H/HaynMa00.htm","1982","24","1-8abc","NYG","NFL","9","9","1","1","1","15"
"338","Mack Herron","/players/H/HerrMa01.htm","1974","26","6-143abc","NWE","NFL","14","14","1","0","0","15"
"339","Jay Hilgenberg","/players/H/HilgJa00.htm","1989","30","Noneabc","CHI","NFL","16","16","1","1","1","15"
"340","Dalton Hilliard","/players/H/HillDa00.htm","1989","25","2-31abc","NOR","NFL","16","16","1","1","0","15"
"341","Michael Irvin","/players/I/IrviMi00.htm","1994","28","1-11abc","DAL","NFL","16","16","1","1","0","15"
"342","Tom Jackson","/players/J/JackTo01.htm","1977","26","4-88abc","DEN","NFL","13","13","1","1","1","15"
"343","Joe Jacoby","/players/J/JacoJo00.htm","1984","25","Noneabc","WAS","NFL","16","16","1","1","1","15"
"344","Pete Johnson","/players/J/JohnPe00.htm","1982","28","2-49abc","CIN","NFL","9","9","1","0","0","15"
"345","Bert Jones","/players/J/JoneBe00.htm","1977","26","1-2abc","BAL","NFL","14","14","1","0","0","15"
"346","Seth Joyner","/players/J/JoynSe00.htm","1992","28","8-208abc","PHI","NFL","16","16","1","0","0","15"
"347","Seth Joyner","/players/J/JoynSe00.htm","1991","27","8-208abc","PHI","NFL","16","16","1","1","0","15"
"348","E.J. Junior","/players/J/JuniE.00.htm","1984","25","1-5abc","STL","NFL","16","16","1","1","1","15"
"349","Mike Kenn","/players/K/KennMi00.htm","1980","24","1-13abc","ATL","NFL","16","16","1","1","1","15"
"350","Joe Klecko","/players/K/KlecJo00.htm","1981","28","6-144abc","NYJ","NFL","16","16","1","1","1","15"
"351","Paul Krause","/players/K/KrauPa00.htm","1975","33","2-18, 12-89AFLabc","MIN","NFL","14","14","1","1","1","15"
"352","Jack Lambert","/players/L/LambJa00.htm","1981","29","2-46abc","PIT","NFL","16","16","1","1","1","15"
"353","Charles Mann","/players/M/MannCh00.htm","1991","30","3-84abc","WAS","NFL","15","15","1","1","0","15"
"354","Archie Manning","/players/M/MannAr00.htm","1979","30","1-2abc","NOR","NFL","16","16","1","1","0","15"
"355","Dan Marino","/players/M/MariDa00.htm","1991","30","1-27abc","MIA","NFL","16","16","1","1","0","15"
"356","Dan Marino","/players/M/MariDa00.htm","1992","31","1-27abc","MIA","NFL","16","16","1","1","0","15"
"357","Dan Marino","/players/M/MariDa00.htm","1994","33","1-27abc","MIA","NFL","16","16","1","1","0","15"
"358","Dan Marino","/players/M/MariDa00.htm","1985","24","1-27abc","MIA","NFL","16","16","1","1","1","15"
"359","Leonard Marshall","/players/M/MarsLe00.htm","1985","24","2-37abc","NYG","NFL","16","16","1","1","0","15"
"360","Leonard Marshall","/players/M/MarsLe00.htm","1986","25","2-37abc","NYG","NFL","16","16","1","1","0","15"
"361","Bruce Matthews","/players/M/MattBr00.htm","1988","27","1-9abc","HOU","NFL","16","16","1","1","1","15"
"362","Bruce Matthews","/players/M/MattBr00.htm","1992","31","1-9abc","HOU","NFL","16","16","1","1","1","15"
"363","Bruce Matthews","/players/M/MattBr00.htm","1989","28","1-9abc","HOU","NFL","16","16","1","1","1","15"
"364","Randall McDaniel","/players/M/McDaRa00.htm","1992","28","1-19abc","MIN","NFL","16","16","1","1","1","15"
"365","Guy McIntyre","/players/M/McInGu00.htm","1992","31","3-73abc","SFO","NFL","16","16","1","1","0","15"
"366","Lance Mehl","/players/M/MehlLa00.htm","1985","27","3-69abc","NYJ","NFL","16","16","1","1","0","15"
"367","Terry Metcalf","/players/M/MetcTe00.htm","1975","24","3-63abc","STL","NFL","13","13","1","1","0","15"
"368","Art Monk","/players/M/MonkAr00.htm","1984","27","1-18abc","WAS","NFL","16","16","1","1","1","15"
"369","Joe Montana","/players/M/MontJo01.htm","1987","31","3-82abc","SFO","NFL","13","11","1","1","1","15"
"370","Warren Moon","/players/M/MoonWa00.htm","1991","35","Noneabc","HOU","NFL","16","16","1","1","0","15"
"371","Warren Moon","/players/M/MoonWa00.htm","1989","33","Noneabc","HOU","NFL","16","16","1","1","0","15"
"372","Joe Morris","/players/M/MorrJo00.htm","1986","26","2-45abc","NYG","NFL","15","15","1","1","1","15"
"373","Chuck Muncie","/players/M/MuncCh00.htm","1979","26","1-3abc","NOR","NFL","16","15","1","1","0","15"
"374","Anthony Munoz","/players/M/MunoAn00.htm","1990","32","1-3abc","CIN","NFL","16","16","1","1","1","15"
"375","Ken Norton","/players/N/NortKe00.htm","1993","27","2-41abc","DAL","NFL","16","16","1","1","0","15"
"376","Alan Page","/players/P/PageAl00.htm","1973","28","1-15abc","MIN","NFL","14","14","1","1","1","15"
"377","Walter Payton","/players/P/PaytWa00.htm","1980","26","1-4abc","CHI","NFL","16","16","1","1","1","15"
"378","Walter Payton","/players/P/PaytWa00.htm","1979","25","1-4abc","CHI","NFL","16","16","1","1","0","15"
"379","Walter Payton","/players/P/PaytWa00.htm","1978","24","1-4abc","CHI","NFL","16","16","1","1","0","15"
"380","Michael Dean Perry","/players/P/PerrMi00.htm","1994","29","2-50abc","CLE","NFL","15","14","1","1","0","15"
"381","Bill Pickel","/players/P/PickBi20.htm","1986","27","2-54abc","RAI","NFL","15","15","1","0","1","15"
"382","Marvin Powell","/players/P/PoweMa01.htm","1982","27","1-4abc","NYJ","NFL","8","8","1","1","1","15"
"383","John Randle","/players/R/RandJo00.htm","1993","26","Noneabc","MIN","NFL","16","16","1","1","1","15"
"384","Mel Renfro","/players/R/RenfMe00.htm","1973","32","2-17, 10-79AFLabc","DAL","NFL","14","14","1","1","0","15"
"385","Ken Riley","/players/R/RileKe20.htm","1975","28","6-135abc","CIN","NFL","14","14","1","0","0","15"
"386","Isiah Robertson","/players/R/RobeIs00.htm","1976","27","1-10abc","RAM","NFL","14","14","1","1","1","15"
"387","Jay Schroeder","/players/S/SchrJa00.htm","1986","25","3-83abc","WAS","NFL","16","16","1","1","0","15"
"388","Junior Seau","/players/S/SeauJu00.htm","1993","24","1-5abc","SDG","NFL","16","16","1","1","1","15"
"389","Junior Seau","/players/S/SeauJu00.htm","1994","25","1-5abc","SDG","NFL","16","16","1","1","1","15"
"390","Sterling Sharpe","/players/S/SharSt00.htm","1993","28","1-7abc","GNB","NFL","16","16","1","1","1","15"
"391","Billy Sims","/players/S/SimsBi00.htm","1980","25","1-1abc","DET","NFL","16","16","1","1","0","15"
"392","Mike Singletary","/players/S/SingMi00.htm","1991","33","2-38abc","CHI","NFL","16","16","1","1","1","15"
"393","Bruce Smith","/players/S/SmitBr00.htm","1987","24","1-1abc","BUF","NFL","12","12","1","1","1","15"
"394","Bruce Smith","/players/S/SmitBr00.htm","1989","26","1-1abc","BUF","NFL","16","16","1","1","0","15"
"395","Ken Stabler","/players/S/StabKe00.htm","1974","29","2-52abc","OAK","NFL","14","13","1","1","1","15"
"396","Ken Stabler","/players/S/StabKe00.htm","1976","31","2-52abc","OAK","NFL","12","12","1","1","0","15"
"397","Pat Swilling","/players/S/SwilPa00.htm","1990","26","3-60abc","NOR","NFL","16","16","1","1","0","15"
"398","Fran Tarkenton","/players/T/TarkFr00.htm","1974","34","3-29, 5-34AFLabc","MIN","NFL","13","13","1","1","0","15"
"399","Joe Theismann","/players/T/TheiJo00.htm","1984","35","4-99abc","WAS","NFL","16","16","1","0","0","15"
"400","Greg Townsend","/players/T/TownGr00.htm","1990","29","4-110abc","RAI","NFL","16","16","1","1","0","15"
"401","Renaldo Turnbull","/players/T/TurnRe00.htm","1993","27","1-14abc","NOR","NFL","15","14","1","1","1","15"
"402","Steve Wallace","/players/W/WallSt00.htm","1992","28","4-101abc","SFO","NFL","16","16","1","1","0","15"
"403","Curt Warner","/players/W/WarnCu00.htm","1986","25","1-3abc","SEA","NFL","16","16","1","1","0","15"
"404","Curt Warner","/players/W/WarnCu00.htm","1983","22","1-3abc","SEA","NFL","16","16","1","1","0","15"
"405","Mike Webster","/players/W/WebsMi00.htm","1978","26","5-125abc","PIT","NFL","16","16","1","1","1","15"
"406","Mike Webster","/players/W/WebsMi00.htm","1980","28","5-125abc","PIT","NFL","16","16","1","1","1","15"
"407","Danny White","/players/W/WhitDa01.htm","1983","31","3-53abc","DAL","NFL","16","16","1","0","0","15"
"408","Randy White","/players/W/WhitRa00.htm","1983","30","1-2abc","DAL","NFL","16","16","1","1","1","15"
"409","Randy White","/players/W/WhitRa00.htm","1981","28","1-2abc","DAL","NFL","16","16","1","1","1","15"
"410","Reggie White","/players/W/WhitRe00.htm","1993","32","1-4abc","GNB","NFL","16","16","1","1","0","15"
"411","Reggie White","/players/W/WhitRe00.htm","1987","26","1-4abc","PHI","NFL","12","12","1","1","1","15"
"412","Lee Williams","/players/W/WillLe01.htm","1989","27","1-6abc","SDG","NFL","16","16","1","1","0","15"
"413","Otis Wilson","/players/W/WilsOt00.htm","1985","28","1-19abc","CHI","NFL","16","16","1","1","0","15"
"414","Kellen Winslow","/players/W/WinsKe00.htm","1982","25","1-13abc","SDG","NFL","9","9","1","1","1","15"
"415","Rayfield Wright","/players/W/WrigRa01.htm","1973","28","7-182abc","DAL","NFL","12","12","1","1","1","15"
"416","Ron Yary","/players/Y/YaryRo00.htm","1974","28","1-1abc","MIN","NFL","14","14","1","1","1","15"
